orderID,orderDate,orderTime,orderCost
823,2015-10-04,10:40:40,11
824,2015-01-01,01:19:19,19
825,2013-09-02,09:38:38,16
826,2020-03-27,03:25:25,18
827,2009-05-04,05:08:08,2
828,2015-07-02,07:27:27,7
829,2007-04-24,04:46:46,1
830,2004-08-10,08:46:46,17
831,2022-08-07,08:27:27,2
832,2005-07-09,07:51:51,12
833,2023-08-19,08:20:20,16
834,2018-05-03,05:40:40,19
835,2000-02-17,02:08:08,16
836,2021-06-25,06:01:01,5
837,2004-10-04,10:54:54,19
838,2019-05-18,05:46:46,13
839,2016-10-14,10:39:39,12
840,2017-04-14,04:55:55,3
841,2015-11-05,11:11:11,7
842,2010-05-14,05:46:46,9
843,2025-08-20,08:10:10,4
844,2023-02-01,02:06:06,9
845,2020-05-25,05:32:32,8
846,2015-06-09,06:39:39,20
847,2023-02-13,02:30:30,18
848,2025-11-28,11:54:54,20
849,2005-11-16,11:46:46,14
850,2013-10-15,10:00:00,20
851,2008-05-20,05:57:57,19
852,2011-04-09,04:49:49,12
853,2008-11-05,11:49:49,8
854,2015-01-24,01:18:18,13
855,2019-07-24,07:52:52,6
856,2003-01-25,01:00:00,19
857,2018-03-24,03:55:55,6
858,2002-12-11,12:19:19,11
859,2002-10-10,10:52:52,14
860,2011-01-01,01:59:59,15
861,2023-08-27,08:18:18,17
862,2014-08-11,08:17:17,12
863,2005-02-06,02:17:17,3
864,2006-06-11,06:04:04,2
865,2020-05-22,05:43:43,7
866,2017-08-19,08:48:48,9
867,2009-02-16,02:10:10,13
868,2025-10-03,10:59:59,20
869,2001-05-26,05:31:31,8
870,2023-11-22,11:15:15,19
871,2014-05-03,05:36:36,1
872,2009-12-16,12:56:56,14
873,2019-07-05,07:21:21,7
874,2022-03-02,03:44:44,15
875,2014-07-24,07:09:09,10
876,2004-02-19,02:51:51,15
877,2006-03-23,03:16:16,13
878,2001-10-08,10:39:39,3
879,2019-11-20,11:44:44,16
880,2001-08-21,08:48:48,11
881,2006-09-05,09:09:09,12
882,2025-03-04,03:53:53,14
883,2015-02-01,02:05:05,17
884,2014-11-07,11:18:18,5
885,2013-08-15,08:43:43,11
886,2015-11-04,11:52:52,6
887,2016-02-06,02:45:45,16
888,2023-05-28,05:00:00,14
889,2000-12-16,12:26:26,18
890,2011-04-28,04:53:53,6
891,2006-09-19,09:30:30,19
892,2025-09-05,09:54:54,13
893,2008-02-08,02:21:21,6
894,2024-04-05,04:34:34,1
895,2004-01-26,01:06:06,4
896,2023-08-02,08:27:27,13
897,2012-05-25,05:16:16,5
898,2008-04-22,04:11:11,11
899,2006-07-24,07:27:27,13
900,2016-11-17,11:53:53,19
901,2013-02-14,02:37:37,7
902,2013-06-22,06:09:09,6
903,2006-02-08,02:35:35,16
904,2011-02-27,02:25:25,20
905,2024-08-28,08:56:56,6
906,2023-05-04,05:11:11,18
907,2025-02-04,02:27:27,5
908,2001-11-07,11:10:10,8
909,2025-12-21,12:06:06,9
910,2020-01-04,01:04:04,1
911,2017-03-08,03:07:07,1
912,2008-02-10,02:32:32,4
913,2002-02-03,02:39:39,5
914,2004-07-19,07:31:31,6
915,2007-05-23,05:11:11,3
916,2021-06-28,06:52:52,6
917,2020-01-12,01:07:07,6
918,2018-09-08,09:26:26,18
919,2014-03-06,03:27:27,19
920,2024-09-20,09:41:41,7
921,2003-04-16,04:17:17,18
922,2003-01-16,01:24:24,1
923,2005-02-06,02:36:36,15
924,2021-01-18,01:44:44,4
925,2018-07-21,07:49:49,11
926,2002-03-24,03:45:45,1
927,2022-01-23,01:42:42,2
928,2011-08-24,08:36:36,16
929,2008-07-06,07:56:56,19
930,2019-06-14,06:39:39,6
931,2021-08-12,08:52:52,18
932,2006-11-23,11:08:08,20
933,2009-06-11,06:33:33,6
934,2014-04-19,04:38:38,4
935,2012-11-07,11:38:38,8
936,2003-11-21,11:47:47,7
937,2002-11-18,11:08:08,7
938,2005-02-05,02:46:46,17
939,2001-07-20,07:24:24,9
940,2001-10-20,10:32:32,17
941,2016-01-03,01:54:54,7
942,2004-11-18,11:46:46,10
943,2007-10-03,10:19:19,11
944,2002-09-05,09:40:40,4
945,2003-07-17,07:08:08,19
946,2023-05-01,05:34:34,19
947,2024-04-23,04:46:46,14
948,2014-02-25,02:28:28,13
949,2015-01-15,01:00:00,20
950,2016-08-04,08:07:07,11
951,2008-02-23,02:43:43,6
952,2016-05-12,05:35:35,13
953,2006-09-12,09:24:24,19
954,2016-07-04,07:20:20,3
955,2023-01-25,01:29:29,6
956,2019-04-15,04:30:30,4
957,2018-08-04,08:02:02,17
958,2019-08-19,08:35:35,8
959,2010-09-09,09:19:19,17
960,2003-05-14,05:13:13,16
961,2009-05-15,05:35:35,13
962,2014-03-11,03:42:42,18
963,2001-04-22,04:23:23,18
964,2012-01-03,01:57:57,18
965,2017-07-07,07:51:51,5
966,2017-05-13,05:13:13,16
967,2004-06-14,06:53:53,9
968,2011-07-07,07:06:06,7
969,2017-03-20,03:05:05,10
970,2000-09-01,09:06:06,2
971,2003-03-28,03:34:34,19
972,2007-03-14,03:32:32,7
973,2024-08-09,08:53:53,5
974,2005-01-08,01:11:11,11
975,2001-01-25,01:23:23,8
976,2008-02-06,02:42:42,18
977,2006-04-25,04:10:10,11
978,2023-02-04,02:14:14,17
979,2007-12-16,12:56:56,3
980,2020-09-27,09:22:22,8
981,2003-02-12,02:53:53,8
982,2010-04-01,04:11:11,16
983,2014-05-08,05:25:25,8
984,2005-05-25,05:59:59,14
985,2004-10-11,10:07:07,11
986,2007-07-02,07:42:42,2
987,2004-12-07,12:35:35,12
988,2020-12-21,12:20:20,5
989,2004-06-23,06:14:14,11
990,2004-08-15,08:31:31,3
991,2009-07-22,07:52:52,1
992,2016-01-20,01:02:02,13
993,2008-02-16,02:26:26,18
994,2012-06-07,06:46:46,11
995,2011-01-11,01:56:56,11
996,2003-03-12,03:03:03,9
997,2010-03-03,03:26:26,15
998,2022-10-14,10:48:48,17
999,2006-10-11,10:29:29,18
1000,2019-04-09,04:01:01,9
1001,2009-12-04,12:41:41,10
